x, y, w_1_1, w_1_7, w_1_13, w_7_1, w_7_7, w_7_13, w_13_1, w_13_7, w_13_13
12, 10, 0.016458434482175814, 0.025573875118457802, 0.025573875118457802, 0.03136418646603315, 0.097782463688221, 0.097782463688221, 0.04054394835853065, 0.33246037653995136, 0.33246037653995136
12, 11, 0.012731037934302632, 0.020536929806429793, 0.02250847506784705, 0.02250847506784705, 0.06862339959709468, 0.09701928908554767, 0.027857023598820616, 0.16550349314593424, 0.5627118766961764
12, 12, 0.006547173495096394, 0.010852164286392654, 0.01298701627715842, 0.010852164286392654, 0.031688319716266546, 0.060939076377435675, 0.01298701627715842, 0.060939076377435675, 0.7922079929066637
12, 13, 0.0033854691206686733, 0.005714326859727378, 0.007414457165100813, 0.005308575840101765, 0.01470736585208522, 0.035885972679087934, 0.0061872366688082645, 0.024247278837221577, 0.8971493169771984
13, 2, 0.0061872366688082645, 0.005308575840101765, 0.0033854691206686733, 0.024247278837221577, 0.01470736585208522, 0.005714326859727378, 0.8971493169771984, 0.035885972679087934, 0.007414457165100813
13, 3, 0.017272366377166507, 0.01597693889887902, 0.010476681245166571, 0.06390775559551608, 0.04915981199655083, 0.01879639870456355, 0.6390775559551608, 0.1597693889887902, 0.02556310223820643
13, 4, 0.02142401980531609, 0.02142401980531609, 0.014568333467614939, 0.07284166733807469, 0.07284166733807469, 0.028016025899259493, 0.36420833669037345, 0.36420833669037345, 0.04046759296559705
13, 5, 0.01561835367615782, 0.016884706676927375, 0.012014118212429094, 0.048056472849716377, 0.06247341470463128, 0.024989365881852514, 0.1561835367615782, 0.6247341470463128, 0.03904588419039455
13, 6, 0.005219848559407194, 0.006083823493378041, 0.004570748220413554, 0.014461547648193704, 0.023842010987562594, 0.01037828713576254, 0.03528617626159264, 0.8821544065398159, 0.018003151153873794
13, 8, 0.004570748220413554, 0.006083823493378041, 0.005219848559407194, 0.01037828713576254, 0.023842010987562594, 0.014461547648193704, 0.018003151153873794, 0.8821544065398159, 0.03528617626159264
13, 9, 0.012014118212429094, 0.016884706676927375, 0.01561835367615782, 0.024989365881852514, 0.06247341470463128, 0.048056472849716377, 0.03904588419039455, 0.6247341470463128, 0.1561835367615782
13, 10, 0.01456833346761494, 0.021424019805316094, 0.021424019805316094, 0.0280160258992595, 0.07284166733807469, 0.07284166733807469, 0.04046759296559706, 0.3642083366903735, 0.3642083366903735
13, 11, 0.010476681245166571, 0.01597693889887902, 0.017272366377166507, 0.01879639870456355, 0.04915981199655083, 0.06390775559551608, 0.02556310223820643, 0.1597693889887902, 0.6390775559551608
13, 12, 0.0033854691206686733, 0.005308575840101765, 0.0061872366688082645, 0.005714326859727378, 0.01470736585208522, 0.024247278837221577, 0.007414457165100813, 0.035885972679087934, 0.8971493169771984
